date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:11:29	20483/20483	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2015:22:32%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=315,h=412,fit=crop/Aq20eV79zLfpXV6b/edeedjob-758x948-A3QaQXn170hJ5VV9.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=315,h=412,fit=crop/Aq20eV79zLfpXV6b/edeedjob-758x948-A3QaQXn170hJ5VV9.jpg	(from https://www.codsoft.in/products)
14:11:29	25257/25257	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2015:27:32%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=297,h=428,fit=crop/Aq20eV79zLfpXV6b/856b6a1f087601228a17c199a7fd5368-YBglgk11paiGpPDx.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=297,h=428,fit=crop/Aq20eV79zLfpXV6b/856b6a1f087601228a17c199a7fd5368-YBglgk11paiGpPDx.jpg	(from https://www.codsoft.in/products)
14:11:30	28413/28413	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Aug%202023%2015:27:32%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=306,h=447,fit=crop/Aq20eV79zLfpXV6b/856b6a1f087601228a17c199a7fd5368-YBglgk11paiGpPDx.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=306,h=447,fit=crop/Aq20eV79zLfpXV6b/856b6a1f087601228a17c199a7fd5368-YBglgk11paiGpPDx.jpg	(from https://www.codsoft.in/products)
14:11:30	176668/176668	---M--	200	added ('OK')	image/gif	etag:%22bd7fe3f8e1f67fca6681d6577910fb77%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/participation-YrDLwzyRDBSPRko5.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/participation-YrDLwzyRDBSPRko5.gif	(from https://www.codsoft.in/jobs)
14:11:31	175653/175653	---M--	200	added ('OK')	image/gif	etag:%2200a22bb40a2db27e3affa5f977c0e7c3%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/source-dJoG1g8L9nhpnwB4.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/source-dJoG1g8L9nhpnwB4.gif	(from https://www.codsoft.in/verification)
14:11:33	5767949/5767949	---M--	200	added ('OK')	image/gif	etag:%224174e63038468737df940c3b8838dfa2-2%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/web_developing-dJoGejvV7nI9KNlO.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/web_developing-dJoGejvV7nI9KNlO.gif	(from https://www.codsoft.in/)
14:11:33	1868882/1868882	---M--	200	added ('OK')	image/gif	etag:%22f0f698749492b4989670e3f803116eab%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/header_7cc3c856f5b86ad98f1232bd17cecaf4-YNqX3Zaa2eSRDEEz.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/header_7cc3c856f5b86ad98f1232bd17cecaf4-YNqX3Zaa2eSRDEEz.gif	(from https://www.codsoft.in/jobs)
14:11:34	82657/82657	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22649d979e-142e1%22	https://www.codsoft.in/\%22mailto:contact@codsoft.in\%22>contact@codsoft.in</a>.</p><h6	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/_mailto_contact@codsoft.in/__contact@codsoft.in_/a_._/p__h6.48.delayed	(from https://www.codsoft.in/privacy-policy)
14:11:35	82657/82657	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22649d979e-142e1%22	https://www.codsoft.in/\%22mailto:contact@codsoft.in\%22>contact@codsoft.in</a>.</p>%22],%22desktop%22:[0,{%22top%22:[0,80],%22left%22:[0,206],%22width%22:[0,812],%22height%22:[0,2094]}],%22settings%22:[0,{%22styles%22:[0,{%22text%22:[0,%22left%22],%22align%22:[0,%22flex-start%22],%22justify%22:[0,%22flex-start%22],%22m-element-margin%22:[0,%220	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/_mailto_contact@codsoft.in/__contact@codsoft.in_/a_._/p__],_desktop__[0,{_top__[0,80],_left__[0,206],_width__[0,812],_height__[0,2094]}],_settings__[0,{_styles__[0,{_text__[0,_left_],_align__[0,_fl	(from https://www.codsoft.in/privacy-policy)
14:11:36	82657/82657	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22649d97c3-142e1%22	https://www.codsoft.in/\%22mailto:contact@codsoft.in\%22>contact@codsoft.in</a></p><p	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/_mailto_contact@codsoft.in/__contact@codsoft.in_/a__/p__p.4a.delayed	(from https://www.codsoft.in/refund-policy)
14:11:37	82657/82657	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22649d97c3-142e1%22	https://www.codsoft.in/\%22mailto:contact@codsoft.in\%22>contact@codsoft.in</a></p>%22],%22desktop%22:[0,{%22top%22:[0,80],%22left%22:[0,206],%22width%22:[0,812],%22height%22:[0,1444]}],%22settings%22:[0,{%22styles%22:[0,{%22text%22:[0,%22left%22],%22align%22:[0,%22flex-start%22],%22justify%22:[0,%22flex-start%22],%22m-element-margin%22:[0,%220	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/_mailto_contact@codsoft.in/__contact@codsoft.in_/a__/p__],_desktop__[0,{_top__[0,80],_left__[0,206],_width__[0,812],_height__[0,1444]}],_settings__[0,{_styles__[0,{_text__[0,_left_],_align__[0,_fle	(from https://www.codsoft.in/refund-policy)
14:11:37	82657/82657	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22649d979e-142e1%22	https://www.codsoft.in/%22https://www.codsoft.in/%22>https://www.codsoft.in</a>.</p><p	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/_https_/www.codsoft.in/__https_/www.codsoft.in_/a_._/p__p	(from https://www.codsoft.in/terms-and-conditions)
14:11:39	82657/82657	---MCZ	404	error ('Not%20Found')	text/html	etag:W/%22649d97c3-142e1%22	https://www.codsoft.in/%22http://dot.com/%22>Dot.com</a>	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/_http_/dot.com/__Dot.com_/a_	(from https://www.codsoft.in/terms-and-conditions)
14:11:41	205569/205569	---MCZ	200	added ('OK')	text/html	etag:W/%228dffe44204fe069dd67565fff4e79fb3%22	https://www.codsoft.in/mobile-app-development	C:/My%20Web%20Sites/Codsoft/www.codsoft.in/mobile-app-development	(from https://www.codsoft.in/)
14:11:42	325963/325963	---M--	200	added ('OK')	image/gif	etag:%22313f21a308763dd8c5170d3d143b995f%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/doditsolutions-multi-vendor-ecommerce-clone-script-mp8XwLn52aHwKL43.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/doditsolutions-multi-vendor-ecommerce-clone-script-mp8XwLn52aHwKL43.gif	(from https://www.codsoft.in/mobile-app-development)
14:11:42	3389/3389	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2012:26:06%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=122,h=105,fit=crop/Aq20eV79zLfpXV6b/download-1-Yyvkl68OplhyXD3R.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=122,h=105,fit=crop/Aq20eV79zLfpXV6b/download-1-Yyvkl68OplhyXD3R.png	(from https://www.codsoft.in/mobile-app-development)
14:11:42	1779/1779	---M--	200	added ('OK')	image/png	date:Sun,%2025%20Jun%202023%2012:26:06%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=52,h=52,fit=crop/Aq20eV79zLfpXV6b/download-1-Yyvkl68OplhyXD3R.png	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=52,h=52,fit=crop/Aq20eV79zLfpXV6b/download-1-Yyvkl68OplhyXD3R.png	(from https://www.codsoft.in/mobile-app-development)
14:11:43	2444/2444	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2012:35:27%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=154,h=96,fit=crop/Aq20eV79zLfpXV6b/1_ilhlkvoasddq4qzxebn_xq-YZ9nvoLavWUxNpRP.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=154,h=96,fit=crop/Aq20eV79zLfpXV6b/1_ilhlkvoasddq4qzxebn_xq-YZ9nvoLavWUxNpRP.jpg	(from https://www.codsoft.in/mobile-app-development)
14:11:43	1303/1303	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2012:35:27%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=97,h=63,fit=crop/Aq20eV79zLfpXV6b/1_ilhlkvoasddq4qzxebn_xq-YZ9nvoLavWUxNpRP.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=97,h=63,fit=crop/Aq20eV79zLfpXV6b/1_ilhlkvoasddq4qzxebn_xq-YZ9nvoLavWUxNpRP.jpg	(from https://www.codsoft.in/mobile-app-development)
14:11:43	1832/1832	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2012:17:38%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=153,h=152,fit=crop/Aq20eV79zLfpXV6b/3b56d17152bd46c295797a7eaab1f244-mjELweVp7ycoKRzr.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=153,h=152,fit=crop/Aq20eV79zLfpXV6b/3b56d17152bd46c295797a7eaab1f244-mjELweVp7ycoKRzr.jpg	(from https://www.codsoft.in/mobile-app-development)
14:11:43	1209/1209	---M--	200	added ('OK')	image/jpeg	date:Sun,%2025%20Jun%202023%2012:17:38%20GMT	https://assets.zyrosite.com/cdn-cgi/image/format=auto,w=100,h=99,fit=crop/Aq20eV79zLfpXV6b/3b56d17152bd46c295797a7eaab1f244-mjELweVp7ycoKRzr.jpg	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/cdn-cgi/image/format=auto,w=100,h=99,fit=crop/Aq20eV79zLfpXV6b/3b56d17152bd46c295797a7eaab1f244-mjELweVp7ycoKRzr.jpg	(from https://www.codsoft.in/mobile-app-development)
14:11:44	2437450/2437450	---M--	200	added ('OK')	image/gif	etag:%22f9d1627fc29850f4bbccb1cd3e4575ff%22	https://assets.zyrosite.com/Aq20eV79zLfpXV6b/mobile-app-development-company-in-noida-meP3w22z7MCEJKKo.gif	C:/My%20Web%20Sites/Codsoft/assets.zyrosite.com/Aq20eV79zLfpXV6b/mobile-app-development-company-in-noida-meP3w22z7MCEJKKo.gif	(from https://www.codsoft.in/mobile-app-development)
